"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","experimento","grupo","dataset"
"resumen_metricas471","modelo_svm - linear",0.94949,0.05051,1,0.9434,0.90099,0.96,1,5,"moviles212"
"resumen_metricas.1471","modelo_svm - polynomial",0.78535,0.21465,0.79775,0.76415,0.85149,0.73,1,5,"moviles212"
"resumen_metricas.247","modelo_svm - radial",0.90404,0.09596,0.97753,0.87736,0.85149,0.92,1,5,"moviles212"
"resumen_metricas.347","modelo_svm - sigmoid",0.93182,0.06818,0.96629,0.91509,0.88119,0.97,1,5,"moviles212"
"resumen_metricas571","modelo_svm - linear",0.94697,0.05303,0.97895,0.91011,0.93043,0.96907,2,1,"moviles212"
"resumen_metricas.1571","modelo_svm - polynomial",0.80556,0.19444,0.82105,0.79775,0.8087,0.79381,2,1,"moviles212"
"resumen_metricas.257","modelo_svm - radial",0.91414,0.08586,0.95789,0.89888,0.89565,0.90722,2,1,"moviles212"
"resumen_metricas.357","modelo_svm - sigmoid",0.93434,0.06566,0.97895,0.94382,0.87826,0.94845,2,1,"moviles212"
"resumen_metricas671","modelo_svm - linear",0.9596,0.0404,0.97196,0.9375,0.9505,0.97826,2,2,"moviles212"
"resumen_metricas.1671","modelo_svm - polynomial",0.82576,0.17424,0.82243,0.84375,0.83168,0.80435,2,2,"moviles212"
"resumen_metricas.267","modelo_svm - radial",0.91162,0.08838,0.94393,0.90625,0.87129,0.92391,2,2,"moviles212"
"resumen_metricas.367","modelo_svm - sigmoid",0.94949,0.05051,0.94393,0.95833,0.94059,0.95652,2,2,"moviles212"
"resumen_metricas771","modelo_svm - linear",0.95707,0.04293,0.96667,0.91262,0.97,0.98058,2,3,"moviles212"
"resumen_metricas.1771","modelo_svm - polynomial",0.79798,0.20202,0.85556,0.79612,0.78,0.76699,2,3,"moviles212"
"resumen_metricas.277","modelo_svm - radial",0.89141,0.10859,0.93333,0.84466,0.85,0.94175,2,3,"moviles212"
"resumen_metricas.377","modelo_svm - sigmoid",0.91667,0.08333,0.93333,0.86408,0.92,0.95146,2,3,"moviles212"
"resumen_metricas871","modelo_svm - linear",0.95455,0.04545,0.98039,0.96907,0.87629,0.99,2,4,"moviles212"
"resumen_metricas.1871","modelo_svm - polynomial",0.79798,0.20202,0.84314,0.72165,0.83505,0.79,2,4,"moviles212"
"resumen_metricas.287","modelo_svm - radial",0.89899,0.10101,0.95098,0.83505,0.83505,0.97,2,4,"moviles212"
"resumen_metricas.387","modelo_svm - sigmoid",0.94192,0.05808,0.94118,0.95876,0.8866,0.98,2,4,"moviles212"
"resumen_metricas971","modelo_svm - linear",0.95455,0.04545,0.9902,0.91818,0.92771,0.9802,2,5,"moviles212"
"resumen_metricas.1971","modelo_svm - polynomial",0.78535,0.21465,0.92157,0.77273,0.81928,0.63366,2,5,"moviles212"
"resumen_metricas.297","modelo_svm - radial",0.88889,0.11111,0.96078,0.87273,0.87952,0.84158,2,5,"moviles212"
"resumen_metricas.397","modelo_svm - sigmoid",0.91667,0.08333,0.98039,0.89091,0.87952,0.91089,2,5,"moviles212"
"resumen_metricas1071","modelo_svm - linear",0.9596,0.0404,0.9878,0.96939,0.90909,0.98113,3,1,"moviles212"
"resumen_metricas.11071","modelo_svm - polynomial",0.82576,0.17424,0.85366,0.78571,0.82727,0.83962,3,1,"moviles212"
"resumen_metricas.2107","modelo_svm - radial",0.90909,0.09091,0.96341,0.84694,0.87273,0.96226,3,1,"moviles212"
"resumen_metricas.3107","modelo_svm - sigmoid",0.91667,0.08333,0.97561,0.93878,0.84545,0.92453,3,1,"moviles212"
"resumen_metricas11101","modelo_svm - linear",0.93182,0.06818,0.97087,0.91176,0.87629,0.96809,3,2,"moviles212"
"resumen_metricas.111101","modelo_svm - polynomial",0.7803,0.2197,0.78641,0.81373,0.81443,0.70213,3,2,"moviles212"
"resumen_metricas.21110","modelo_svm - radial",0.88384,0.11616,0.91262,0.89216,0.81443,0.91489,3,2,"moviles212"
"resumen_metricas.31110","modelo_svm - sigmoid",0.92172,0.07828,0.91262,0.92157,0.89691,0.95745,3,2,"moviles212"
"resumen_metricas1271","modelo_svm - linear",0.96717,0.03283,0.98165,0.9375,0.9625,0.98947,3,3,"moviles212"
"resumen_metricas.11271","modelo_svm - polynomial",0.7601,0.2399,0.84404,0.67857,0.775,0.74737,3,3,"moviles212"
"resumen_metricas.2127","modelo_svm - radial",0.89899,0.10101,0.95413,0.84821,0.8625,0.92632,3,3,"moviles212"
"resumen_metricas.3127","modelo_svm - sigmoid",0.92172,0.07828,0.9633,0.90179,0.9,0.91579,3,3,"moviles212"
"resumen_metricas1371","modelo_svm - linear",0.9596,0.0404,0.97143,0.92233,0.95604,0.98969,3,4,"moviles212"
"resumen_metricas.11371","modelo_svm - polynomial",0.80303,0.19697,0.80952,0.80583,0.84615,0.75258,3,4,"moviles212"
"resumen_metricas.2137","modelo_svm - radial",0.90657,0.09343,0.92381,0.87379,0.9011,0.92784,3,4,"moviles212"
"resumen_metricas.3137","modelo_svm - sigmoid",0.92172,0.07828,0.92381,0.8932,0.9011,0.96907,3,4,"moviles212"
"resumen_metricas1471","modelo_svm - linear",0.9697,0.0303,0.98969,0.9375,0.9661,0.9802,3,5,"moviles212"
"resumen_metricas.11471","modelo_svm - polynomial",0.80556,0.19444,0.85567,0.875,0.77119,0.74257,3,5,"moviles212"
"resumen_metricas.2147","modelo_svm - radial",0.90404,0.09596,0.96907,0.9,0.84746,0.91089,3,5,"moviles212"
"resumen_metricas.3147","modelo_svm - sigmoid",0.92929,0.07071,0.94845,0.9125,0.88983,0.9703,3,5,"moviles212"
"resumen_metricas301","modelo_svm - linear",0.9697,0.0303,1,0.95604,0.93878,0.98058,1,1,"moviles221"
"resumen_metricas.1301","modelo_svm - polynomial",0.81313,0.18687,0.85577,0.78022,0.82653,0.78641,1,1,"moviles221"
"resumen_metricas.230","modelo_svm - radial",0.90657,0.09343,0.95192,0.89011,0.91837,0.86408,1,1,"moviles221"
"resumen_metricas.330","modelo_svm - sigmoid",0.91162,0.08838,0.95192,0.9011,0.87755,0.91262,1,1,"moviles221"
"resumen_metricas1281","modelo_svm - linear",0.96717,0.03283,0.97531,0.93458,0.9703,0.99065,1,2,"moviles221"
"resumen_metricas.11281","modelo_svm - polynomial",0.78535,0.21465,0.8642,0.68224,0.81188,0.80374,1,2,"moviles221"
"resumen_metricas.2128","modelo_svm - radial",0.89141,0.10859,0.90123,0.79439,0.91089,0.96262,1,2,"moviles221"
"resumen_metricas.3128","modelo_svm - sigmoid",0.89646,0.10354,0.95062,0.83178,0.87129,0.94393,1,2,"moviles221"
"resumen_metricas2111","modelo_svm - linear",0.97222,0.02778,0.98,0.95098,0.96,1,1,3,"moviles221"
"resumen_metricas.12111","modelo_svm - polynomial",0.84596,0.15404,0.86,0.78431,0.86,0.88298,1,3,"moviles221"
"resumen_metricas.2211","modelo_svm - radial",0.90657,0.09343,0.94,0.83333,0.89,0.96809,1,3,"moviles221"
"resumen_metricas.3211","modelo_svm - sigmoid",0.91667,0.08333,0.94,0.94118,0.81,0.97872,1,3,"moviles221"
"resumen_metricas381","modelo_svm - linear",0.96212,0.03788,0.95238,0.95604,0.96429,0.97727,1,4,"moviles221"
"resumen_metricas.1381","modelo_svm - polynomial",0.82323,0.17677,0.77143,0.91209,0.80357,0.81818,1,4,"moviles221"
"resumen_metricas.238","modelo_svm - radial",0.89394,0.10606,0.95238,0.83516,0.85714,0.93182,1,4,"moviles221"
"resumen_metricas.338","modelo_svm - sigmoid",0.88384,0.11616,0.91429,0.87912,0.83929,0.90909,1,4,"moviles221"
"resumen_metricas481","modelo_svm - linear",0.95202,0.04798,0.98113,0.89423,0.94118,0.9901,1,5,"moviles221"
"resumen_metricas.1481","modelo_svm - polynomial",0.82323,0.17677,0.85849,0.82692,0.85882,0.75248,1,5,"moviles221"
"resumen_metricas.248","modelo_svm - radial",0.89899,0.10101,0.93396,0.83654,0.92941,0.90099,1,5,"moviles221"
"resumen_metricas.348","modelo_svm - sigmoid",0.89899,0.10101,0.93396,0.82692,0.90588,0.93069,1,5,"moviles221"
"resumen_metricas581","modelo_svm - linear",0.98485,0.01515,1,0.96739,0.97087,1,2,1,"moviles221"
"resumen_metricas.1581","modelo_svm - polynomial",0.84343,0.15657,0.91089,0.84783,0.80583,0.81,2,1,"moviles221"
"resumen_metricas.258","modelo_svm - radial",0.90404,0.09596,0.92079,0.8913,0.83495,0.97,2,1,"moviles221"
"resumen_metricas.358","modelo_svm - sigmoid",0.89899,0.10101,0.9703,0.8587,0.80583,0.96,2,1,"moviles221"
"resumen_metricas681","modelo_svm - linear",0.95455,0.04545,0.95604,0.9604,0.91089,0.99029,2,2,"moviles221"
"resumen_metricas.1681","modelo_svm - polynomial",0.7904,0.2096,0.81319,0.79208,0.76238,0.79612,2,2,"moviles221"
"resumen_metricas.268","modelo_svm - radial",0.89899,0.10101,0.94505,0.87129,0.86139,0.92233,2,2,"moviles221"
"resumen_metricas.368","modelo_svm - sigmoid",0.90909,0.09091,0.9011,0.90099,0.84158,0.99029,2,2,"moviles221"
"resumen_metricas781","modelo_svm - linear",0.96212,0.03788,0.98198,0.94175,0.93258,0.98925,2,3,"moviles221"
"resumen_metricas.1781","modelo_svm - polynomial",0.80556,0.19444,0.81081,0.78641,0.8427,0.78495,2,3,"moviles221"
"resumen_metricas.278","modelo_svm - radial",0.90404,0.09596,0.95495,0.85437,0.86517,0.93548,2,3,"moviles221"
"resumen_metricas.378","modelo_svm - sigmoid",0.91162,0.08838,0.92793,0.91262,0.86517,0.93548,2,3,"moviles221"
"resumen_metricas881","modelo_svm - linear",0.94192,0.05808,0.95699,0.92135,0.92982,0.96,2,4,"moviles221"
"resumen_metricas.1881","modelo_svm - polynomial",0.76515,0.23485,0.77419,0.8764,0.75439,0.67,2,4,"moviles221"
"resumen_metricas.288","modelo_svm - radial",0.86616,0.13384,0.92473,0.85393,0.82456,0.87,2,4,"moviles221"
"resumen_metricas.388","modelo_svm - sigmoid",0.90152,0.09848,0.93548,0.8764,0.87719,0.92,2,4,"moviles221"
"resumen_metricas981","modelo_svm - linear",0.97222,0.02778,0.99,0.94545,0.95506,1,2,5,"moviles221"
"resumen_metricas.1981","modelo_svm - polynomial",0.82071,0.17929,0.84,0.74545,0.78652,0.91753,2,5,"moviles221"
"resumen_metricas.298","modelo_svm - radial",0.88636,0.11364,0.95,0.8,0.86517,0.93814,2,5,"moviles221"
"resumen_metricas.398","modelo_svm - sigmoid",0.92677,0.07323,0.94,0.90909,0.91011,0.94845,2,5,"moviles221"
"resumen_metricas1081","modelo_svm - linear",0.96465,0.03535,1,0.97059,0.90625,0.97917,3,1,"moviles221"
"resumen_metricas.11081","modelo_svm - polynomial",0.81313,0.18687,0.84314,0.78431,0.8125,0.8125,3,1,"moviles221"
"resumen_metricas.2108","modelo_svm - radial",0.89646,0.10354,0.96078,0.87255,0.8125,0.9375,3,1,"moviles221"
"resumen_metricas.3108","modelo_svm - sigmoid",0.90657,0.09343,0.96078,0.91176,0.8125,0.9375,3,1,"moviles221"
"resumen_metricas11111","modelo_svm - linear",0.97222,0.02778,0.9619,0.94737,0.99029,0.98925,3,2,"moviles221"
"resumen_metricas.111111","modelo_svm - polynomial",0.83081,0.16919,0.84762,0.82105,0.86408,0.78495,3,2,"moviles221"
"resumen_metricas.21111","modelo_svm - radial",0.91667,0.08333,0.94286,0.84211,0.94175,0.93548,3,2,"moviles221"
"resumen_metricas.31111","modelo_svm - sigmoid",0.90909,0.09091,0.89524,0.89474,0.8835,0.96774,3,2,"moviles221"
"resumen_metricas1291","modelo_svm - linear",0.96717,0.03283,0.98,0.94845,0.95,0.9899,3,3,"moviles221"
"resumen_metricas.11291","modelo_svm - polynomial",0.82071,0.17929,0.85,0.81443,0.82,0.79798,3,3,"moviles221"
"resumen_metricas.2129","modelo_svm - radial",0.88636,0.11364,0.92,0.85567,0.84,0.92929,3,3,"moviles221"
"resumen_metricas.3129","modelo_svm - sigmoid",0.88636,0.11364,0.92,0.79381,0.88,0.94949,3,3,"moviles221"
"resumen_metricas1381","modelo_svm - linear",0.95707,0.04293,0.95789,0.89796,0.97196,1,3,4,"moviles221"
"resumen_metricas.11381","modelo_svm - polynomial",0.80051,0.19949,0.8,0.81633,0.81308,0.77083,3,4,"moviles221"
"resumen_metricas.2138","modelo_svm - radial",0.90152,0.09848,0.96842,0.83673,0.88785,0.91667,3,4,"moviles221"
"resumen_metricas.3138","modelo_svm - sigmoid",0.91162,0.08838,0.92632,0.89796,0.85981,0.96875,3,4,"moviles221"
"resumen_metricas1481","modelo_svm - linear",0.95455,0.04545,0.98936,0.91262,0.92222,0.99083,3,5,"moviles221"
"resumen_metricas.11481","modelo_svm - polynomial",0.75758,0.24242,0.80851,0.67961,0.72222,0.81651,3,5,"moviles221"
"resumen_metricas.2148","modelo_svm - radial",0.85354,0.14646,0.90426,0.81553,0.8,0.88991,3,5,"moviles221"
"resumen_metricas.3148","modelo_svm - sigmoid",0.91667,0.08333,0.97872,0.87379,0.85556,0.95413,3,5,"moviles221"
"resumen_metricas391","modelo_svm - linear",0.94444,0.05556,0.98058,0.95652,0.90566,0.93684,1,1,"moviles222"
"resumen_metricas.1391","modelo_svm - polynomial",0.81061,0.18939,0.81553,0.88043,0.81132,0.73684,1,1,"moviles222"
"resumen_metricas.239","modelo_svm - radial",0.89394,0.10606,0.94175,0.8587,0.83019,0.94737,1,1,"moviles222"
"resumen_metricas.339","modelo_svm - sigmoid",0.93434,0.06566,0.97087,0.96739,0.84906,0.95789,1,1,"moviles222"
"resumen_metricas1301","modelo_svm - linear",0.96212,0.03788,0.98039,0.93814,0.92857,1,1,2,"moviles222"
"resumen_metricas.11301","modelo_svm - polynomial",0.80303,0.19697,0.87255,0.73196,0.83673,0.76768,1,2,"moviles222"
"resumen_metricas.2130","modelo_svm - radial",0.91667,0.08333,0.96078,0.90722,0.86735,0.92929,1,2,"moviles222"
"resumen_metricas.3130","modelo_svm - sigmoid",0.93434,0.06566,0.97059,0.90722,0.90816,0.94949,1,2,"moviles222"
"resumen_metricas2121","modelo_svm - linear",0.95455,0.04545,1,0.89524,0.93636,1,1,3,"moviles222"
"resumen_metricas.12121","modelo_svm - polynomial",0.82323,0.17677,0.85556,0.72381,0.88182,0.83516,1,3,"moviles222"
"resumen_metricas.2212","modelo_svm - radial",0.90909,0.09091,0.93333,0.84762,0.91818,0.94505,1,3,"moviles222"
"resumen_metricas.3212","modelo_svm - sigmoid",0.92929,0.07071,0.98889,0.91429,0.84545,0.98901,1,3,"moviles222"
"resumen_metricas3101","modelo_svm - linear",0.94949,0.05051,1,0.89423,0.91209,0.99107,1,4,"moviles222"
"resumen_metricas.13101","modelo_svm - polynomial",0.84343,0.15657,0.88764,0.80769,0.85714,0.83036,1,4,"moviles222"
"resumen_metricas.2310","modelo_svm - radial",0.89899,0.10101,0.95506,0.86538,0.85714,0.91964,1,4,"moviles222"
"resumen_metricas.3310","modelo_svm - sigmoid",0.94444,0.05556,0.93258,0.94231,0.93407,0.96429,1,4,"moviles222"
"resumen_metricas491","modelo_svm - linear",0.95455,0.04545,0.94643,0.92784,0.96703,0.97917,1,5,"moviles222"
"resumen_metricas.1491","modelo_svm - polynomial",0.81061,0.18939,0.77679,0.83505,0.89011,0.75,1,5,"moviles222"
"resumen_metricas.249","modelo_svm - radial",0.91919,0.08081,0.95536,0.86598,0.93407,0.91667,1,5,"moviles222"
"resumen_metricas.349","modelo_svm - sigmoid",0.92929,0.07071,0.95536,0.87629,0.94505,0.9375,1,5,"moviles222"
"resumen_metricas591","modelo_svm - linear",0.96465,0.03535,0.99048,0.91954,0.95745,0.98182,2,1,"moviles222"
"resumen_metricas.1591","modelo_svm - polynomial",0.81313,0.18687,0.84762,0.82759,0.84043,0.74545,2,1,"moviles222"
"resumen_metricas.259","modelo_svm - radial",0.90152,0.09848,0.95238,0.85057,0.87234,0.91818,2,1,"moviles222"
"resumen_metricas.359","modelo_svm - sigmoid",0.93182,0.06818,0.97143,0.90805,0.89362,0.94545,2,1,"moviles222"
"resumen_metricas691","modelo_svm - linear",0.95455,0.04545,0.96,0.93069,0.94681,0.9802,2,2,"moviles222"
"resumen_metricas.1691","modelo_svm - polynomial",0.80808,0.19192,0.85,0.78218,0.84043,0.76238,2,2,"moviles222"
"resumen_metricas.269","modelo_svm - radial",0.89899,0.10101,0.95,0.86139,0.8617,0.92079,2,2,"moviles222"
"resumen_metricas.369","modelo_svm - sigmoid",0.93182,0.06818,0.93,0.9505,0.90426,0.94059,2,2,"moviles222"
"resumen_metricas791","modelo_svm - linear",0.94697,0.05303,0.96296,0.92857,0.91398,0.97938,2,3,"moviles222"
"resumen_metricas.1791","modelo_svm - polynomial",0.80556,0.19444,0.87037,0.78571,0.84946,0.71134,2,3,"moviles222"
"resumen_metricas.279","modelo_svm - radial",0.88889,0.11111,0.96296,0.85714,0.83871,0.8866,2,3,"moviles222"
"resumen_metricas.379","modelo_svm - sigmoid",0.91919,0.08081,0.97222,0.92857,0.89247,0.87629,2,3,"moviles222"
"resumen_metricas891","modelo_svm - linear",0.97222,0.02778,0.9798,0.98058,0.95192,0.97778,2,4,"moviles222"
"resumen_metricas.1891","modelo_svm - polynomial",0.84848,0.15152,0.80808,0.87379,0.86538,0.84444,2,4,"moviles222"
"resumen_metricas.289","modelo_svm - radial",0.92424,0.07576,0.94949,0.93204,0.90385,0.91111,2,4,"moviles222"
"resumen_metricas.389","modelo_svm - sigmoid",0.93182,0.06818,0.93939,0.95146,0.86538,0.97778,2,4,"moviles222"
"resumen_metricas991","modelo_svm - linear",0.94697,0.05303,0.9881,0.91509,0.90991,0.98947,2,5,"moviles222"
"resumen_metricas.1991","modelo_svm - polynomial",0.81061,0.18939,0.80952,0.78302,0.81982,0.83158,2,5,"moviles222"
"resumen_metricas.299","modelo_svm - radial",0.88889,0.11111,0.92857,0.84906,0.82883,0.96842,2,5,"moviles222"
"resumen_metricas.399","modelo_svm - sigmoid",0.91919,0.08081,0.96429,0.90566,0.85586,0.96842,2,5,"moviles222"
"resumen_metricas1091","modelo_svm - linear",0.96212,0.03788,0.97368,0.94231,0.95946,0.97115,3,1,"moviles222"
"resumen_metricas.11091","modelo_svm - polynomial",0.82828,0.17172,0.86842,0.82692,0.89189,0.74038,3,1,"moviles222"
"resumen_metricas.2109","modelo_svm - radial",0.90909,0.09091,0.92982,0.91346,0.89189,0.89423,3,1,"moviles222"
"resumen_metricas.3109","modelo_svm - sigmoid",0.95455,0.04545,0.98246,0.96154,0.93243,0.93269,3,1,"moviles222"
"resumen_metricas11121","modelo_svm - linear",0.95455,0.04545,0.98913,0.94318,0.90179,0.99038,3,2,"moviles222"
"resumen_metricas.111121","modelo_svm - polynomial",0.84091,0.15909,0.88043,0.875,0.84821,0.76923,3,2,"moviles222"
"resumen_metricas.21112","modelo_svm - radial",0.91919,0.08081,0.97826,0.93182,0.875,0.90385,3,2,"moviles222"
"resumen_metricas.31112","modelo_svm - sigmoid",0.91919,0.08081,0.96739,0.90909,0.83036,0.98077,3,2,"moviles222"
"resumen_metricas12101","modelo_svm - linear",0.95455,0.04545,0.95327,0.90909,0.96,1,3,3,"moviles222"
"resumen_metricas.112101","modelo_svm - polynomial",0.81566,0.18434,0.76636,0.76768,0.89,0.84444,3,3,"moviles222"
"resumen_metricas.21210","modelo_svm - radial",0.89141,0.10859,0.90654,0.83838,0.86,0.96667,3,3,"moviles222"
"resumen_metricas.31210","modelo_svm - sigmoid",0.94444,0.05556,0.92523,0.91919,0.96,0.97778,3,3,"moviles222"
"resumen_metricas1391","modelo_svm - linear",0.95202,0.04798,0.97826,0.91579,0.95327,0.96078,3,4,"moviles222"
"resumen_metricas.11391","modelo_svm - polynomial",0.84343,0.15657,0.93478,0.88421,0.76636,0.80392,3,4,"moviles222"
"resumen_metricas.2139","modelo_svm - radial",0.92677,0.07323,0.95652,0.90526,0.88785,0.96078,3,4,"moviles222"
"resumen_metricas.3139","modelo_svm - sigmoid",0.91919,0.08081,0.95652,0.90526,0.88785,0.93137,3,4,"moviles222"
"resumen_metricas1491","modelo_svm - linear",0.95707,0.04293,0.95604,0.93578,0.95146,0.98925,3,5,"moviles222"
"resumen_metricas.11491","modelo_svm - polynomial",0.73485,0.26515,0.79121,0.66972,0.76699,0.72043,3,5,"moviles222"
"resumen_metricas.2149","modelo_svm - radial",0.86111,0.13889,0.91209,0.80734,0.83495,0.90323,3,5,"moviles222"
"resumen_metricas.3149","modelo_svm - sigmoid",0.91919,0.08081,0.93407,0.90826,0.8932,0.94624,3,5,"moviles222"
"resumen_metricas401","modelo_svm - linear",0.94192,0.05808,0.96154,0.92308,0.9011,0.97938,1,1,"moviles231"
"resumen_metricas.1401","modelo_svm - polynomial",0.78535,0.21465,0.82692,0.77885,0.74725,0.78351,1,1,"moviles231"
"resumen_metricas.240","modelo_svm - radial",0.86364,0.13636,0.90385,0.79808,0.81319,0.93814,1,1,"moviles231"
"resumen_metricas.340","modelo_svm - sigmoid",0.88636,0.11364,0.90385,0.90385,0.76923,0.95876,1,1,"moviles231"
"resumen_metricas1401","modelo_svm - linear",0.95707,0.04293,0.97087,0.89888,0.95413,1,1,2,"moviles231"
"resumen_metricas.11401","modelo_svm - polynomial",0.81061,0.18939,0.8835,0.74157,0.81651,0.78947,1,2,"moviles231"
"resumen_metricas.2140","modelo_svm - radial",0.88131,0.11869,0.93204,0.82022,0.88073,0.88421,1,2,"moviles231"
"resumen_metricas.3140","modelo_svm - sigmoid",0.91414,0.08586,0.96117,0.8764,0.88991,0.92632,1,2,"moviles231"
"resumen_metricas2131","modelo_svm - linear",0.97475,0.02525,0.98,0.9802,0.93333,1,1,3,"moviles231"
"resumen_metricas.12131","modelo_svm - polynomial",0.83838,0.16162,0.88,0.77228,0.86667,0.8381,1,3,"moviles231"
"resumen_metricas.2213","modelo_svm - radial",0.92424,0.07576,0.94,0.89109,0.91111,0.95238,1,3,"moviles231"
"resumen_metricas.3213","modelo_svm - sigmoid",0.93182,0.06818,0.97,0.90099,0.88889,0.9619,1,3,"moviles231"
"resumen_metricas3111","modelo_svm - linear",0.95202,0.04798,0.98,0.92381,0.93684,0.96875,1,4,"moviles231"
"resumen_metricas.13111","modelo_svm - polynomial",0.78788,0.21212,0.85,0.81905,0.8,0.67708,1,4,"moviles231"
"resumen_metricas.2311","modelo_svm - radial",0.87121,0.12879,0.96,0.84762,0.81053,0.86458,1,4,"moviles231"
"resumen_metricas.3311","modelo_svm - sigmoid",0.88131,0.11869,0.91,0.86667,0.83158,0.91667,1,4,"moviles231"
"resumen_metricas4101","modelo_svm - linear",0.96465,0.03535,0.95506,0.95833,0.95495,0.99,1,5,"moviles231"
"resumen_metricas.14101","modelo_svm - polynomial",0.79798,0.20202,0.76404,0.78125,0.79279,0.85,1,5,"moviles231"
"resumen_metricas.2410","modelo_svm - radial",0.90909,0.09091,0.89888,0.89583,0.87387,0.97,1,5,"moviles231"
"resumen_metricas.3410","modelo_svm - sigmoid",0.90909,0.09091,0.93258,0.90625,0.87387,0.93,1,5,"moviles231"
"resumen_metricas5101","modelo_svm - linear",0.97727,0.02273,0.98077,0.96939,0.96078,1,2,1,"moviles231"
"resumen_metricas.15101","modelo_svm - polynomial",0.79798,0.20202,0.82692,0.7551,0.76471,0.84783,2,1,"moviles231"
"resumen_metricas.2510","modelo_svm - radial",0.89899,0.10101,0.96154,0.81633,0.89216,0.92391,2,1,"moviles231"
"resumen_metricas.3510","modelo_svm - sigmoid",0.92424,0.07576,0.95192,0.90816,0.88235,0.95652,2,1,"moviles231"
"resumen_metricas6101","modelo_svm - linear",0.96212,0.03788,0.97531,0.9697,0.92157,0.98246,2,2,"moviles231"
"resumen_metricas.16101","modelo_svm - polynomial",0.79293,0.20707,0.85185,0.76768,0.82353,0.74561,2,2,"moviles231"
"resumen_metricas.2610","modelo_svm - radial",0.89646,0.10354,0.88889,0.87879,0.89216,0.92105,2,2,"moviles231"
"resumen_metricas.3610","modelo_svm - sigmoid",0.88889,0.11111,0.91358,0.85859,0.87255,0.91228,2,2,"moviles231"
