"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.146","modelo_arboles - information",0.7904,0.2096,0.96296,0.67045,0.77391,0.77679,"minsplit=2",1,5,"moviles211"
"resumen_metricas56","modelo_arboles - Gini",0.7904,0.2096,0.9375,0.70968,0.66337,0.84906,"minsplit=2",2,1,"moviles211"
"resumen_metricas.156","modelo_arboles - information",0.78788,0.21212,0.94792,0.65591,0.69307,0.84906,"minsplit=2",2,1,"moviles211"
"resumen_metricas66","modelo_arboles - Gini",0.78535,0.21465,0.92157,0.71429,0.70192,0.79798,"minsplit=2",2,2,"moviles211"
"resumen_metricas.166","modelo_arboles - information",0.78535,0.21465,0.94118,0.69231,0.70192,0.79798,"minsplit=2",2,2,"moviles211"
"resumen_metricas76","modelo_arboles - Gini",0.79293,0.20707,0.93694,0.60396,0.71277,0.91111,"minsplit=2",2,3,"moviles211"
"resumen_metricas.176","modelo_arboles - information",0.79545,0.20455,0.94595,0.60396,0.71277,0.91111,"minsplit=2",2,3,"moviles211"
"resumen_metricas86","modelo_arboles - Gini",0.7803,0.2197,0.95876,0.62162,0.71,0.86364,"minsplit=2",2,4,"moviles211"
"resumen_metricas.186","modelo_arboles - information",0.79293,0.20707,0.95876,0.69369,0.66,0.88636,"minsplit=2",2,4,"moviles211"
"resumen_metricas96","modelo_arboles - Gini",0.81061,0.18939,0.94444,0.71717,0.6701,0.90909,"minsplit=2",2,5,"moviles211"
"resumen_metricas.196","modelo_arboles - information",0.81313,0.18687,0.94444,0.70707,0.6701,0.92727,"minsplit=2",2,5,"moviles211"
"resumen_metricas106","modelo_arboles - Gini",0.82323,0.17677,0.93069,0.8125,0.63478,0.96429,"minsplit=2",3,1,"moviles211"
"resumen_metricas.1106","modelo_arboles - information",0.81313,0.18687,0.9604,0.65625,0.70435,0.96429,"minsplit=2",3,1,"moviles211"
"resumen_metricas119","modelo_arboles - Gini",0.78788,0.21212,0.88462,0.71186,0.76543,0.7957,"minsplit=2",3,2,"moviles211"
"resumen_metricas.1119","modelo_arboles - information",0.80051,0.19949,0.88462,0.69492,0.74074,0.89247,"minsplit=2",3,2,"moviles211"
"resumen_metricas126","modelo_arboles - Gini",0.78283,0.21717,0.93617,0.68367,0.63636,0.87619,"minsplit=2",3,3,"moviles211"
"resumen_metricas.1126","modelo_arboles - information",0.7702,0.2298,0.89362,0.66327,0.64646,0.87619,"minsplit=2",3,3,"moviles211"
"resumen_metricas136","modelo_arboles - Gini",0.7904,0.2096,0.91765,0.78947,0.62857,0.84685,"minsplit=2",3,4,"moviles211"
"resumen_metricas.1136","modelo_arboles - information",0.75253,0.24747,0.94118,0.67368,0.64762,0.77477,"minsplit=2",3,4,"moviles211"
"resumen_metricas146","modelo_arboles - Gini",0.80808,0.19192,0.97321,0.71591,0.63542,0.87,"minsplit=2",3,5,"moviles211"
"resumen_metricas.1146","modelo_arboles - information",0.78283,0.21717,0.95536,0.59091,0.69792,0.84,"minsplit=2",3,5,"moviles211"
"resumen_metricas29","modelo_arboles - Gini",0.82323,0.17677,0.93333,0.69072,0.77778,0.875,"minsplit=2",1,1,"moviles212"
"resumen_metricas.129","modelo_arboles - information",0.82576,0.17424,0.95238,0.68041,0.67778,0.96154,"minsplit=2",1,1,"moviles212"
"resumen_metricas120","modelo_arboles - Gini",0.84596,0.15404,0.95181,0.85567,0.65714,0.93694,"minsplit=2",1,2,"moviles212"
"resumen_metricas.1120","modelo_arboles - information",0.80303,0.19697,0.9759,0.73196,0.65714,0.87387,"minsplit=2",1,2,"moviles212"
"resumen_metricas210","modelo_arboles - Gini",0.79293,0.20707,0.95238,0.70707,0.61458,0.88542,"minsplit=2",1,3,"moviles212"
"resumen_metricas.1210","modelo_arboles - information",0.75505,0.24495,0.84762,0.66667,0.61458,0.88542,"minsplit=2",1,3,"moviles212"
"resumen_metricas37","modelo_arboles - Gini",0.7803,0.2197,0.89623,0.73864,0.70093,0.77895,"minsplit=2",1,4,"moviles212"
"resumen_metricas.137","modelo_arboles - information",0.78283,0.21717,0.92453,0.68182,0.6729,0.84211,"minsplit=2",1,4,"moviles212"
"resumen_metricas47","modelo_arboles - Gini",0.78788,0.21212,0.91753,0.71053,0.64286,0.90805,"minsplit=2",1,5,"moviles212"
"resumen_metricas.147","modelo_arboles - information",0.7702,0.2298,0.96907,0.59649,0.69388,0.86207,"minsplit=2",1,5,"moviles212"
"resumen_metricas57","modelo_arboles - Gini",0.79293,0.20707,0.95327,0.67059,0.72477,0.8,"minsplit=2",2,1,"moviles212"
"resumen_metricas.157","modelo_arboles - information",0.77525,0.22475,0.85981,0.69412,0.68807,0.85263,"minsplit=2",2,1,"moviles212"
"resumen_metricas67","modelo_arboles - Gini",0.80556,0.19444,0.94643,0.6,0.71875,0.93548,"minsplit=2",2,2,"moviles212"
"resumen_metricas.167","modelo_arboles - information",0.7904,0.2096,0.86607,0.65263,0.72917,0.90323,"minsplit=2",2,2,"moviles212"
"resumen_metricas77","modelo_arboles - Gini",0.76515,0.23485,0.89474,0.64762,0.72917,0.8,"minsplit=2",2,3,"moviles212"
"resumen_metricas.177","modelo_arboles - information",0.76515,0.23485,0.91579,0.62857,0.77083,0.76,"minsplit=2",2,3,"moviles212"
"resumen_metricas87","modelo_arboles - Gini",0.7904,0.2096,0.95181,0.73832,0.65686,0.84615,"minsplit=2",2,4,"moviles212"
"resumen_metricas.187","modelo_arboles - information",0.7904,0.2096,0.96386,0.71963,0.60784,0.90385,"minsplit=2",2,4,"moviles212"
"resumen_metricas97","modelo_arboles - Gini",0.7904,0.2096,0.92929,0.67961,0.68817,0.86139,"minsplit=2",2,5,"moviles212"
"resumen_metricas.197","modelo_arboles - information",0.79798,0.20202,0.93939,0.70874,0.67742,0.86139,"minsplit=2",2,5,"moviles212"
"resumen_metricas107","modelo_arboles - Gini",0.78788,0.21212,0.93902,0.68519,0.80851,0.75893,"minsplit=2",3,1,"moviles212"
"resumen_metricas.1107","modelo_arboles - information",0.77778,0.22222,0.95122,0.61111,0.84043,0.75893,"minsplit=2",3,1,"moviles212"
"resumen_metricas1110","modelo_arboles - Gini",0.79545,0.20455,0.92553,0.68539,0.71717,0.84211,"minsplit=2",3,2,"moviles212"
"resumen_metricas.11110","modelo_arboles - information",0.81566,0.18434,0.93617,0.68539,0.76768,0.85965,"minsplit=2",3,2,"moviles212"
"resumen_metricas127","modelo_arboles - Gini",0.76768,0.23232,0.94898,0.64151,0.59048,0.93103,"minsplit=2",3,3,"moviles212"
"resumen_metricas.1127","modelo_arboles - information",0.77778,0.22222,0.94898,0.65094,0.65714,0.88506,"minsplit=2",3,3,"moviles212"
"resumen_metricas137","modelo_arboles - Gini",0.78788,0.21212,0.94167,0.66316,0.62637,0.87778,"minsplit=2",3,4,"moviles212"
"resumen_metricas.1137","modelo_arboles - information",0.78283,0.21717,0.94167,0.61053,0.65934,0.87778,"minsplit=2",3,4,"moviles212"
"resumen_metricas147","modelo_arboles - Gini",0.78788,0.21212,0.90196,0.74227,0.6729,0.84444,"minsplit=2",3,5,"moviles212"
"resumen_metricas.1147","modelo_arboles - information",0.78283,0.21717,0.91176,0.71134,0.65421,0.86667,"minsplit=2",3,5,"moviles212"
"resumen_metricas30","modelo_arboles - Gini",0.77525,0.22475,0.89362,0.68269,0.70093,0.84615,"minsplit=2",1,1,"moviles221"
"resumen_metricas.130","modelo_arboles - information",0.77778,0.22222,0.94681,0.63462,0.70093,0.85714,"minsplit=2",1,1,"moviles221"
"resumen_metricas128","modelo_arboles - Gini",0.77778,0.22222,0.8764,0.69307,0.75248,0.8,"minsplit=2",1,2,"moviles221"
"resumen_metricas.1128","modelo_arboles - information",0.76263,0.23737,0.89888,0.61386,0.75248,0.8,"minsplit=2",1,2,"moviles221"
"resumen_metricas211","modelo_arboles - Gini",0.83586,0.16414,0.9604,0.80392,0.70588,0.87912,"minsplit=2",1,3,"moviles221"
"resumen_metricas.1211","modelo_arboles - information",0.81313,0.18687,0.9703,0.68627,0.72549,0.87912,"minsplit=2",1,3,"moviles221"
"resumen_metricas38","modelo_arboles - Gini",0.79545,0.20455,0.93913,0.74667,0.65957,0.79464,"minsplit=2",1,4,"moviles221"
"resumen_metricas.138","modelo_arboles - information",0.82323,0.17677,0.93043,0.74667,0.75532,0.82143,"minsplit=2",1,4,"moviles221"
"resumen_metricas48","modelo_arboles - Gini",0.78283,0.21717,0.97938,0.66372,0.59783,0.90426,"minsplit=2",1,5,"moviles221"
"resumen_metricas.148","modelo_arboles - information",0.76515,0.23485,0.97938,0.58407,0.61957,0.90426,"minsplit=2",1,5,"moviles221"
"resumen_metricas58","modelo_arboles - Gini",0.79545,0.20455,0.93,0.73913,0.68571,0.82828,"minsplit=2",2,1,"moviles221"
"resumen_metricas.158","modelo_arboles - information",0.75,0.25,0.92,0.59783,0.64762,0.82828,"minsplit=2",2,1,"moviles221"
"resumen_metricas68","modelo_arboles - Gini",0.80556,0.19444,0.9619,0.72527,0.70536,0.82955,"minsplit=2",2,2,"moviles221"
"resumen_metricas.168","modelo_arboles - information",0.81313,0.18687,0.97143,0.69231,0.67857,0.92045,"minsplit=2",2,2,"moviles221"
"resumen_metricas78","modelo_arboles - Gini",0.79293,0.20707,0.92308,0.66337,0.65169,0.91176,"minsplit=2",2,3,"moviles221"
"resumen_metricas.178","modelo_arboles - information",0.80051,0.19949,0.92308,0.68317,0.73034,0.85294,"minsplit=2",2,3,"moviles221"
"resumen_metricas88","modelo_arboles - Gini",0.78788,0.21212,0.9,0.74038,0.73958,0.78302,"minsplit=2",2,4,"moviles221"
"resumen_metricas.188","modelo_arboles - information",0.79798,0.20202,0.9,0.75962,0.8125,0.73585,"minsplit=2",2,4,"moviles221"
"resumen_metricas98","modelo_arboles - Gini",0.80556,0.19444,0.94845,0.68224,0.76596,0.83673,"minsplit=2",2,5,"moviles221"
"resumen_metricas.198","modelo_arboles - information",0.80808,0.19192,0.94845,0.6729,0.73404,0.88776,"minsplit=2",2,5,"moviles221"
"resumen_metricas108","modelo_arboles - Gini",0.81566,0.18434,0.9604,0.73148,0.71845,0.86905,"minsplit=2",3,1,"moviles221"
"resumen_metricas.1108","modelo_arboles - information",0.80303,0.19697,0.91089,0.66667,0.78641,0.86905,"minsplit=2",3,1,"moviles221"
"resumen_metricas1111","modelo_arboles - Gini",0.73485,0.26515,0.83784,0.6,0.63736,0.83838,"minsplit=2",3,2,"moviles221"
"resumen_metricas.11111","modelo_arboles - information",0.73737,0.26263,0.79279,0.62105,0.73626,0.78788,"minsplit=2",3,2,"moviles221"
"resumen_metricas129","modelo_arboles - Gini",0.7904,0.2096,0.95833,0.63441,0.83696,0.73913,"minsplit=2",3,3,"moviles221"
"resumen_metricas.1129","modelo_arboles - information",0.82323,0.17677,0.97917,0.69892,0.71739,0.87826,"minsplit=2",3,3,"moviles221"
"resumen_metricas138","modelo_arboles - Gini",0.84091,0.15909,0.94118,0.76768,0.7957,0.85294,"minsplit=2",3,4,"moviles221"
"resumen_metricas.1138","modelo_arboles - information",0.82071,0.17929,0.97059,0.72727,0.82796,0.7549,"minsplit=2",3,4,"moviles221"
"resumen_metricas148","modelo_arboles - Gini",0.76768,0.23232,0.84884,0.74,0.65812,0.86022,"minsplit=2",3,5,"moviles221"
"resumen_metricas.1148","modelo_arboles - information",0.76768,0.23232,0.89535,0.71,0.64957,0.86022,"minsplit=2",3,5,"moviles221"
"resumen_metricas39","modelo_arboles - Gini",0.80808,0.19192,0.92727,0.74419,0.6789,0.87912,"minsplit=2",1,1,"moviles222"
"resumen_metricas.139","modelo_arboles - information",0.81313,0.18687,0.95455,0.69767,0.70642,0.87912,"minsplit=2",1,1,"moviles222"
"resumen_metricas130","modelo_arboles - Gini",0.77778,0.22222,0.93548,0.65263,0.70213,0.81579,"minsplit=2",1,2,"moviles222"
"resumen_metricas.1130","modelo_arboles - information",0.78788,0.21212,0.93548,0.66316,0.73404,0.81579,"minsplit=2",1,2,"moviles222"
"resumen_metricas212","modelo_arboles - Gini",0.79293,0.20707,0.91346,0.69231,0.68041,0.89011,"minsplit=2",1,3,"moviles222"
"resumen_metricas.1212","modelo_arboles - information",0.80303,0.19697,0.94231,0.66346,0.72165,0.89011,"minsplit=2",1,3,"moviles222"
"resumen_metricas310","modelo_arboles - Gini",0.79293,0.20707,0.93617,0.66667,0.76471,0.81188,"minsplit=2",1,4,"moviles222"
"resumen_metricas.1310","modelo_arboles - information",0.80051,0.19949,0.94681,0.65657,0.77451,0.83168,"minsplit=2",1,4,"moviles222"
"resumen_metricas49","modelo_arboles - Gini",0.80808,0.19192,0.93684,0.72072,0.67021,0.91667,"minsplit=2",1,5,"moviles222"
"resumen_metricas.149","modelo_arboles - information",0.80303,0.19697,0.93684,0.73874,0.65957,0.88542,"minsplit=2",1,5,"moviles222"
"resumen_metricas59","modelo_arboles - Gini",0.7803,0.2197,0.8913,0.69892,0.61607,0.93939,"minsplit=2",2,1,"moviles222"
"resumen_metricas.159","modelo_arboles - information",0.77778,0.22222,0.86957,0.74194,0.64286,0.87879,"minsplit=2",2,1,"moviles222"
"resumen_metricas69","modelo_arboles - Gini",0.81061,0.18939,0.95833,0.77174,0.73267,0.78505,"minsplit=2",2,2,"moviles222"
"resumen_metricas.169","modelo_arboles - information",0.81566,0.18434,0.94792,0.76087,0.65347,0.8972,"minsplit=2",2,2,"moviles222"
"resumen_metricas79","modelo_arboles - Gini",0.79798,0.20202,0.95455,0.6381,0.72222,0.86813,"minsplit=2",2,3,"moviles222"
"resumen_metricas.179","modelo_arboles - information",0.78535,0.21465,0.84545,0.68571,0.73333,0.87912,"minsplit=2",2,3,"moviles222"
"resumen_metricas89","modelo_arboles - Gini",0.79545,0.20455,0.94792,0.69912,0.70526,0.84783,"minsplit=2",2,4,"moviles222"
"resumen_metricas.189","modelo_arboles - information",0.7904,0.2096,0.91667,0.60177,0.82105,0.8587,"minsplit=2",2,4,"moviles222"
"resumen_metricas99","modelo_arboles - Gini",0.75253,0.24747,0.90196,0.65217,0.7449,0.70192,"minsplit=2",2,5,"moviles222"
"resumen_metricas.199","modelo_arboles - information",0.75505,0.24495,0.90196,0.65217,0.7449,0.71154,"minsplit=2",2,5,"moviles222"
"resumen_metricas109","modelo_arboles - Gini",0.81061,0.18939,0.91111,0.73333,0.71154,0.88393,"minsplit=2",3,1,"moviles222"
"resumen_metricas.1109","modelo_arboles - information",0.81061,0.18939,0.92222,0.72222,0.71154,0.88393,"minsplit=2",3,1,"moviles222"
"resumen_metricas1112","modelo_arboles - Gini",0.82071,0.17929,0.92381,0.69565,0.75229,0.91111,"minsplit=2",3,2,"moviles222"
"resumen_metricas.11112","modelo_arboles - information",0.82071,0.17929,0.92381,0.71739,0.73394,0.91111,"minsplit=2",3,2,"moviles222"
"resumen_metricas1210","modelo_arboles - Gini",0.78788,0.21212,0.90196,0.75258,0.67568,0.83721,"minsplit=2",3,3,"moviles222"
"resumen_metricas.11210","modelo_arboles - information",0.78788,0.21212,0.88235,0.75258,0.69369,0.83721,"minsplit=2",3,3,"moviles222"
"resumen_metricas139","modelo_arboles - Gini",0.81061,0.18939,0.95455,0.72549,0.7625,0.77885,"minsplit=2",3,4,"moviles222"
"resumen_metricas.1139","modelo_arboles - information",0.79293,0.20707,0.96364,0.59804,0.7875,0.80769,"minsplit=2",3,4,"moviles222"
"resumen_metricas149","modelo_arboles - Gini",0.79798,0.20202,1,0.70175,0.6413,0.87129,"minsplit=2",3,5,"moviles222"
"resumen_metricas.1149","modelo_arboles - information",0.7904,0.2096,1,0.64912,0.66304,0.88119,"minsplit=2",3,5,"moviles222"
"resumen_metricas40","modelo_arboles - Gini",0.77778,0.22222,0.89423,0.71739,0.67,0.82,"minsplit=2",1,1,"moviles231"
"resumen_metricas.140","modelo_arboles - information",0.78535,0.21465,0.92308,0.63043,0.66,0.91,"minsplit=2",1,1,"moviles231"
"resumen_metricas140","modelo_arboles - Gini",0.76263,0.23737,0.91753,0.58333,0.67708,0.85981,"minsplit=2",1,2,"moviles231"
"resumen_metricas.1140","modelo_arboles - information",0.7601,0.2399,0.91753,0.57292,0.67708,0.85981,"minsplit=2",1,2,"moviles231"
"resumen_metricas213","modelo_arboles - Gini",0.79798,0.20202,0.90826,0.76042,0.61765,0.91011,"minsplit=2",1,3,"moviles231"
"resumen_metricas.1213","modelo_arboles - information",0.79798,0.20202,0.94495,0.70833,0.62745,0.91011,"minsplit=2",1,3,"moviles231"
"resumen_metricas311","modelo_arboles - Gini",0.80051,0.19949,1,0.74286,0.70874,0.7732,"minsplit=2",1,4,"moviles231"
"resumen_metricas.1311","modelo_arboles - information",0.82071,0.17929,1,0.71429,0.79612,0.79381,"minsplit=2",1,4,"moviles231"
"resumen_metricas410","modelo_arboles - Gini",0.80808,0.19192,0.91579,0.72642,0.75789,0.84,"minsplit=2",1,5,"moviles231"
"resumen_metricas.1410","modelo_arboles - information",0.79293,0.20707,0.96842,0.59434,0.77895,0.85,"minsplit=2",1,5,"moviles231"
"resumen_metricas510","modelo_arboles - Gini",0.78535,0.21465,0.82353,0.64894,0.72826,0.91667,"minsplit=2",2,1,"moviles231"
"resumen_metricas.1510","modelo_arboles - information",0.80303,0.19697,0.92157,0.64894,0.69565,0.91667,"minsplit=2",2,1,"moviles231"
"resumen_metricas610","modelo_arboles - Gini",0.78283,0.21717,0.92233,0.72449,0.75758,0.71875,"minsplit=2",2,2,"moviles231"
"resumen_metricas.1610","modelo_arboles - information",0.81061,0.18939,0.94175,0.73469,0.72727,0.83333,"minsplit=2",2,2,"moviles231"
"resumen_metricas710","modelo_arboles - Gini",0.7601,0.2399,0.88235,0.66667,0.66327,0.82,"minsplit=2",2,3,"moviles231"
"resumen_metricas.1710","modelo_arboles - information",0.7702,0.2298,0.94118,0.58333,0.71429,0.83,"minsplit=2",2,3,"moviles231"
"resumen_metricas810","modelo_arboles - Gini",0.81313,0.18687,0.95327,0.64583,0.72381,0.93182,"minsplit=2",2,4,"moviles231"
"resumen_metricas.1810","modelo_arboles - information",0.80808,0.19192,0.96262,0.60417,0.73333,0.93182,"minsplit=2",2,4,"moviles231"
"resumen_metricas910","modelo_arboles - Gini",0.80303,0.19697,0.95122,0.77477,0.68627,0.83168,"minsplit=2",2,5,"moviles231"
"resumen_metricas.1910","modelo_arboles - information",0.77273,0.22727,0.96341,0.63964,0.70588,0.83168,"minsplit=2",2,5,"moviles231"
"resumen_metricas1010","modelo_arboles - Gini",0.7601,0.2399,0.92784,0.54,0.70297,0.87755,"minsplit=2",3,1,"moviles231"
"resumen_metricas.11010","modelo_arboles - information",0.75,0.25,0.90722,0.51,0.71287,0.87755,"minsplit=2",3,1,"moviles231"
"resumen_metricas1113","modelo_arboles - Gini",0.81061,0.18939,0.9386,0.69474,0.74725,0.83333,"minsplit=2",3,2,"moviles231"
"resumen_metricas.11113","modelo_arboles - information",0.83586,0.16414,0.97368,0.69474,0.8022,0.84375,"minsplit=2",3,2,"moviles231"
"resumen_metricas1211","modelo_arboles - Gini",0.82323,0.17677,0.95699,0.70476,0.78641,0.86316,"minsplit=2",3,3,"moviles231"
"resumen_metricas.11211","modelo_arboles - information",0.78788,0.21212,0.87097,0.67619,0.75728,0.86316,"minsplit=2",3,3,"moviles231"
"resumen_metricas1310","modelo_arboles - Gini",0.76768,0.23232,0.91209,0.67308,0.64646,0.85294,"minsplit=2",3,4,"moviles231"
"resumen_metricas.11310","modelo_arboles - information",0.76263,0.23737,0.91209,0.63462,0.78788,0.73529,"minsplit=2",3,4,"moviles231"
"resumen_metricas1410","modelo_arboles - Gini",0.81818,0.18182,0.9505,0.75824,0.65686,0.90196,"minsplit=2",3,5,"moviles231"
"resumen_metricas.11410","modelo_arboles - information",0.81818,0.18182,0.93069,0.74725,0.68627,0.90196,"minsplit=2",3,5,"moviles231"
"resumen_metricas50","modelo_arboles - Gini",0.80808,0.19192,0.92523,0.7033,0.71,0.87755,"minsplit=2",1,1,"moviles232"
"resumen_metricas.150","modelo_arboles - information",0.80556,0.19444,0.93458,0.64835,0.75,0.86735,"minsplit=2",1,1,"moviles232"
"resumen_metricas150","modelo_arboles - Gini",0.77525,0.22475,0.91,0.64646,0.75248,0.79167,"minsplit=2",1,2,"moviles232"
"resumen_metricas.1150","modelo_arboles - information",0.78535,0.21465,0.9,0.61616,0.75248,0.875,"minsplit=2",1,2,"moviles232"
"resumen_metricas214","modelo_arboles - Gini",0.83081,0.16919,0.96429,0.77,0.76404,0.8,"minsplit=2",1,3,"moviles232"
"resumen_metricas.1214","modelo_arboles - information",0.83081,0.16919,0.98214,0.69,0.75281,0.87368,"minsplit=2",1,3,"moviles232"
"resumen_metricas312","modelo_arboles - Gini",0.75,0.25,0.95122,0.66355,0.6,0.83333,"minsplit=2",1,4,"moviles232"
"resumen_metricas.1312","modelo_arboles - information",0.74495,0.25505,0.95122,0.64486,0.6,0.83333,"minsplit=2",1,4,"moviles232"
"resumen_metricas411","modelo_arboles - Gini",0.77525,0.22475,0.93684,0.72449,0.65347,0.79412,"minsplit=2",1,5,"moviles232"
"resumen_metricas.1411","modelo_arboles - information",0.7904,0.2096,0.94737,0.71429,0.64356,0.86275,"minsplit=2",1,5,"moviles232"
"resumen_metricas511","modelo_arboles - Gini",0.80556,0.19444,0.95789,0.71186,0.75824,0.81522,"minsplit=2",2,1,"moviles232"
"resumen_metricas.1511","modelo_arboles - information",0.81818,0.18182,0.95789,0.67797,0.82418,0.84783,"minsplit=2",2,1,"moviles232"
"resumen_metricas611","modelo_arboles - Gini",0.76263,0.23737,0.91071,0.72222,0.49,0.91489,"minsplit=2",2,2,"moviles232"
"resumen_metricas.1611","modelo_arboles - information",0.7904,0.2096,0.9375,0.66667,0.61,0.92553,"minsplit=2",2,2,"moviles232"
"resumen_metricas711","modelo_arboles - Gini",0.80808,0.19192,0.96117,0.71287,0.63158,0.91753,"minsplit=2",2,3,"moviles232"
"resumen_metricas.1711","modelo_arboles - information",0.82323,0.17677,0.94175,0.69307,0.72632,0.92784,"minsplit=2",2,3,"moviles232"
"resumen_metricas811","modelo_arboles - Gini",0.80051,0.19949,0.92045,0.75532,0.78095,0.76147,"minsplit=2",2,4,"moviles232"
"resumen_metricas.1811","modelo_arboles - information",0.80051,0.19949,0.92045,0.74468,0.73333,0.81651,"minsplit=2",2,4,"moviles232"
"resumen_metricas911","modelo_arboles - Gini",0.76515,0.23485,0.92857,0.65217,0.79048,0.68317,"minsplit=2",2,5,"moviles232"
"resumen_metricas.1911","modelo_arboles - information",0.75505,0.24495,0.95918,0.6087,0.6381,0.81188,"minsplit=2",2,5,"moviles232"
"resumen_metricas1011","modelo_arboles - Gini",0.7904,0.2096,0.94792,0.70652,0.65741,0.86,"minsplit=2",3,1,"moviles232"
"resumen_metricas.11011","modelo_arboles - information",0.78535,0.21465,0.96875,0.66304,0.65741,0.86,"minsplit=2",3,1,"moviles232"
"resumen_metricas1114","modelo_arboles - Gini",0.79545,0.20455,0.88462,0.74757,0.7093,0.82524,"minsplit=2",3,2,"moviles232"
"resumen_metricas.11114","modelo_arboles - information",0.7904,0.2096,0.94231,0.66019,0.66279,0.87379,"minsplit=2",3,2,"moviles232"
"resumen_metricas1212","modelo_arboles - Gini",0.78283,0.21717,0.94059,0.68932,0.73737,0.76344,"minsplit=2",3,3,"moviles232"
"resumen_metricas.11212","modelo_arboles - information",0.81818,0.18182,0.94059,0.73786,0.73737,0.86022,"minsplit=2",3,3,"moviles232"
"resumen_metricas1311","modelo_arboles - Gini",0.78788,0.21212,0.93636,0.7,0.66981,0.83333,"minsplit=2",3,4,"moviles232"
"resumen_metricas.11311","modelo_arboles - information",0.80556,0.19444,0.93636,0.68889,0.77358,0.8,"minsplit=2",3,4,"moviles232"
"resumen_metricas1411","modelo_arboles - Gini",0.81566,0.18434,0.91765,0.71963,0.76289,0.8785,"minsplit=2",3,5,"moviles232"
"resumen_metricas.11411","modelo_arboles - information",0.79293,0.20707,0.94118,0.58879,0.83505,0.84112,"minsplit=2",3,5,"moviles232"
